price,type,os,Ghz,Cpu,Ssd,graphics,ts_info,resolution,memory/ram,Brand,graphics_quality
1569.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
899.0,Work / Business,Windows 11,2.5,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,16,MSI,Fair
1849.99,Work / Business,Windows 10,2.6,Intel Core i7,2000,NVIDIA GeForce GTX 1650,0,1920x1080,64,Lenovo,Fair
2099.99,Gaming,Windows 11,2.5,Ryzen 9,1000,NVIDIA GeForce RTX 4070,0,2560x1440,16,ASUS,High
1499.99,Versatile,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4050,0,2880x1800,16,Acer,Fair
629.0,Home / Personal,Windows 10,2.2,Ryzen 5,256,AMD Radeon Graphics,1,2256x1504,8,Microsoft,Fair
1899.0,Gaming,Windows 11,3.2,Ryzen 7,512,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
861.99,Versatile,Windows 11,1.3,Intel Core i5,512,Intel Iris Graphics,1,2240x1400,8,Lenovo,Fair
1069.0,Content Creation,Windows 11,3.0,Intel Core i7,256,Intel Iris Graphics,1,2880x1920,16,Microsoft,Fair
1742.18,Work / Business,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,0,1920x1200,16,HP,Fair
1199.0,Versatile,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,1,2560x1600,16,MSI,High
3645.73,Gaming,Windows 11,2.3,Intel Core i9,1000,NVIDIA GeForce RTX 3080,0,2560x1440,32,MSI,High
1759.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,64,Acer,High
599.79,Work / Business,Windows 11,2.4,Intel Core i5,256,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
1030.99,Home / Personal,Windows 10,2.5,Intel Core i5,512,Intel Iris Graphics,1,2560x1600,16,MSI,Fair
1449.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
2089.0,Gaming,Windows 10,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1600,32,Lenovo,High
1699.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 4050,0,1920x1080,64,MSI,Fair
259.99,Gaming,Windows 11,2.5,Intel Core i5,4000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,Fair
1929.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
1976.99,Gaming,Windows 10,2.9,Ryzen 7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,Fair
1013.18,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,MSI,Fair
1029.99,Everyday Value,Windows 10,1.3,Intel Core i7,1000,Intel Iris Graphics,0,,16,ASUS,Fair
1699.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,Intel Iris Graphics,1,2880x1800,32,MSI,Fair
1309.0,Gaming,Windows 11,2.5,Intel Core i5,2000,NVIDIA GeForce RTX 3050,0,1920x1080,64,Acer,Fair
2281.22,Gaming,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,2560x1440,32,MSI,High
1364.99,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,2560x1600,32,ASUS,Fair
549.99,Everyday Value,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,1,1920x1080,16,Acer,Fair
1529.0,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,Fair
619.99,Gaming,Windows 11,3.0,Ryzen 5,512,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,Fair
1689.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1600,32,Lenovo,High
1669.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,64,Acer,High
1028.51,Work / Business,Windows 10,1.3,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,8,HP,Fair
1399.99,Everyday Value,Windows 10,1.3,Intel Core i7,4000,Intel Iris Graphics,0,,16,ASUS,Fair
1599.99,Versatile,Windows 11,2.6,Intel Core i9,1000,NVIDIA GeForce RTX 4060,1,3200x2000,32,Lenovo,High
249.99,Home / Personal,Windows 11,2.6,Ryzen 3,128,AMD Radeon Graphics,0,1366x768,8,Acer,Fair
1089.0,Gaming,Windows 10,2.5,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1200,16,Acer,Fair
2159.0,Gaming,Windows 10,2.9,Ryzen 7,512,NVIDIA GeForce RTX 3060,0,1920x1080,64,ASUS,High
1199.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,2560x1600,32,ASUS,Fair
656.79,Content Creation,Windows 11,2.4,Intel Core i5,1000,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
1239.0,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
1249.0,Gaming,Windows 11,2.5,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1080,64,Acer,Fair
1879.0,Gaming,Windows 10,2.3,Intel Core i7,1000,GeForce RTX 2070 Super,0,1920x1080,16,ASUS,Fair
1189.0,Gaming,Windows 11,2.6,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,Fair
949.99,Work / Business,Windows 11,2.6,Intel Core i5,2000,Intel Iris Graphics,0,,16,Dell,Fair
1148.0,Everyday Value,Windows 10,2.3,Ryzen 5,512,AMD Radeon RX Graphics,1,1920x1080,16,Lenovo,Low
1399.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,Intel Iris Graphics,0,1920x1200,32,MSI,Fair
949.99,Home / Personal,Windows 11,1.7,Intel Core i7,2000,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1289.99,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,Fair
2601.26,Content Creation,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3080,0,3840x2160,16,MSI,High
1657.99,Gaming,Windows 10,3.2,Ryzen 7,512,NVIDIA GeForce RTX 3060,0,1920x1080,8,HP,High
1629.0,Gaming,Windows 11,2.9,Ryzen 7,2000,NVIDIA GeForce RTX 3060,0,1920x1080,16,ASUS,High
3749.99,Content Creation,Windows 11,3.3,Intel Core i7,2000,NVIDIA RTX A2000 Laptop GPU,1,,32,Microsoft,Very High
3026.99,Content Creation,Windows 11,3.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,1,,32,Microsoft,Fair
259.99,Gaming,Windows 11,1.6,Intel Core i5,512,NVIDIA T550,0,1920x1080,32,HP,Fair
1949.0,Gaming,Windows 11,2.3,Intel Core i7,4000,NVIDIA GeForce RTX 3060,0,1920x1080,64,Acer,High
1609.0,Gaming,Windows 10,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,Fair
599.79,Content Creation,Windows 11,2.4,Intel Core i5,1000,Intel Iris Graphics,1,1920x1080,8,Dell,Fair
2199.22,Gaming,Windows 11,2.1,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,2560x1600,16,Acer,High
599.19,Content Creation,Windows 11,2.4,Intel Core i5,512,Intel Iris Graphics,1,1920x1080,8,Dell,Fair
979.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,MSI,Fair
549.99,Home / Personal,Windows 11,3.3,Ryzen 5,512,AMD Radeon Graphics,0,1920x1080,16,ASUS,Fair
3466.6,Gaming,Windows 10,3.0,Ryzen 9,1000,NVIDIA GeForce GTX 1650,1,3840x2400,32,ASUS,Fair
1349.0,Work / Business,Windows 11,2.4,Intel Core i5,2000,Intel Iris Graphics,1,1920x1080,64,HP,Fair
1089.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce GTX 1650,0,1920x1080,32,Acer,Fair
1249.0,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,Fair
1046.75,Work / Business,Windows 11,2.9,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,16,MSI,Fair
1199.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,Lenovo,Fair
1789.11,Content Creation,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,2560x1600,32,ASUS,High
1439.0,Home / Personal,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,16,HP,Fair
1289.99,Work / Business,Windows 11,2.3,Ryzen 5,4000,AMD Radeon Vega 6,0,1920x1080,32,HP,Fair
699.0,Home / Personal,Windows 10,2.2,Intel Core i7,256,Intel Iris Graphics,1,2736x1824,16,Microsoft,Fair
599.99,Home / Personal,Windows 11,2.3,Ryzen 5,512,AMD Radeon Graphics,1,1920x1080,16,Dell,Fair
1999.0,Work / Business,Windows 11,2.4,Intel Core i7,2000,NVIDIA GeForce RTX 4060,0,2560x1600,32,MSI,High
2593.57,Versatile,Windows 11,2.6,Intel Core i9,4000,NVIDIA GeForce RTX 4060,0,2560x1600,64,MSI,High
1620.0,Gaming,Windows 11,3.2,Ryzen 7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,ASUS,High
1294.99,Gaming,Windows 11,3.2,Ryzen 7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,HP,High
799.99,Gaming,Windows 10,3.2,Ryzen 7,256,NVIDIA GeForce GTX 1650,0,1920x1080,16,Acer,Fair
869.99,Home / Personal,Windows 11,2.0,Ryzen 7,512,AMD Radeon Graphics,0,1920x1080,32,Dell,Fair
849.0,Gaming,Windows 11,2.0,Intel Core i5,512,NVIDIA GeForce RTX 4050,0,1920x1080,16,MSI,Fair
1295.0,Gaming,Windows 10,2.6,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,Acer,High
579.99,Home / Personal,Windows 11,2.8,Ryzen 5,512,AMD Radeon Graphics,0,1920x1080,8,Acer,Fair
1599.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,High
1159.0,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
1419.0,Home / Personal,Windows 11,2.8,Intel Core i7,1000,NVIDIA GeForce MX350,1,1920x1080,40,ASUS,Fair
2599.99,Home / Personal,Windows 10,3.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,1,,32,Microsoft,Fair
1099.99,Home / Personal,Windows 11,3.3,Ryzen 9,2000,AMD Radeon 680M,0,1920x1080,16,ASUS,Fair
2108.33,Versatile,Windows 10,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3060,1,2560x1600,16,MSI,High
607.74,Home / Personal,Windows 11,3.0,Intel Core i3,256,Intel UHD Graphics,0,1920x1080,8,ASUS,Low
869.99,Work / Business,Windows 11,1.7,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
1399.0,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,2880x1800,16,MSI,Fair
549.19,Content Creation,Windows 11,2.4,Intel Core i5,256,Intel Iris Graphics,1,1920x1080,8,Dell,Fair
599.0,Home / Personal,Windows 10,2.4,Intel Core i5,128,Intel HD Graphics,1,3000x2000,8,Microsoft,Low
1049.0,Work / Business,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,1,2880x1800,16,MSI,Fair
1324.06,Home / Personal,Windows 10,2.4,Intel Core i5,512,Intel Iris Graphics,1,2256x1504,8,Microsoft,Fair
989.99,Work / Business,Windows 11,1.6,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1049.0,Gaming,Windows 11,2.5,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,Acer,Fair
273.0,Home / Personal,Windows 11,2.3,Ryzen 5,512,AMD Radeon Graphics,0,1920x1080,8,Acer,Fair
599.0,Home / Personal,Windows 11,2.3,Ryzen 5,2000,AMD Radeon Graphics,1,1920x1080,32,Dell,Fair
1049.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,Lenovo,Fair
1231.44,Gaming,Windows 11,2.8,Ryzen 7,1000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
1609.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,32,Acer,High
1179.99,Home / Personal,Windows 11,1.8,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,8,Acer,Low
2099.99,Content Creation,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3060,1,1920x1080,32,ASUS,High
1199.99,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
1269.0,Gaming,Windows 10,3.33,Ryzen 5,512,NVIDIA GeForce GTX 1650,0,1920x1200,32,Lenovo,Fair
2249.0,Gaming,Windows 11,3.2,Ryzen 7,4000,NVIDIA GeForce RTX 3060,0,2560x1600,64,Lenovo,High
1069.99,Work / Business,Windows 10,2.1,Ryzen 5,2000,AMD Radeon Vega 6,0,1920x1080,8,Lenovo,Fair
2302.12,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,High
2739.99,Home / Personal,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,2736x1824,32,Microsoft,Fair
1519.0,Home / Personal,Windows 10,2.8,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,32,HP,Fair
1276.99,Work / Business,Windows 10,2.0,Ryzen 7,1000,AMD Radeon Graphics,0,1920x1080,32,HP,Fair
1999.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,High
1037.88,Work / Business,Windows 11,1.3,Intel Core i5,512,Intel Iris Graphics,0,1920x1200,16,Lenovo,Fair
1559.0,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,Acer,High
666.19,Content Creation,Windows 11,2.4,Intel Core i5,1000,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
839.99,Gaming,Windows 11,2.7,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,8,ASUS,Fair
599.0,Content Creation,Windows 11,2.4,Intel Core i5,256,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
2390.73,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,1,2560x1600,32,MSI,High
1089.99,Gaming,Windows 11,1.6,Intel Core i5,1000,NVIDIA T550,0,1920x1080,16,HP,Fair
1149.99,Work / Business,Windows 11,2.9,Intel Core i7,512,NVIDIA GeForce GTX 1650,0,1920x1080,16,MSI,Fair
1739.0,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3060,0,1920x1080,64,Acer,High
1099.99,Versatile,Windows 11,1.7,Intel Core i7,256,Intel Iris Graphics,1,2496x1664,8,Microsoft,Fair
1949.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
1189.0,Gaming,Windows 10,2.5,Intel Core i5,512,NVIDIA GeForce GTX 1650,0,1920x1080,32,ASUS,Fair
1979.99,Gaming,Windows 11,3.2,Ryzen 7,4000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
1354.99,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,16,MSI,High
849.0,Home / Personal,Windows 10,2.3,Ryzen 7,512,AMD Radeon RX Graphics,1,2496x1664,16,Microsoft,Low
579.99,Versatile,Windows 11,1.3,Intel Core i3,128,Intel UHD Graphics,1,1920x1280,8,Microsoft,Low
1119.0,Home / Personal,Windows 10,1.9,Intel Core i7,512,Intel UHD Graphics,1,2256x1504,16,Microsoft,Low
1139.0,Gaming,Windows 11,2.5,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,Fair
1199.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,ASUS,Fair
2029.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,2560x1600,32,Lenovo,High
1699.0,Gaming,Windows 10,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,40,ASUS,Fair
2269.0,Gaming,Windows 10,2.9,Ryzen 7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,64,ASUS,High
1439.99,Home / Personal,Windows 11,3.3,Ryzen 9,4000,AMD Radeon 680M,0,1920x1080,16,ASUS,Fair
603.76,Home / Personal,Windows 11,2.4,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,HP,Fair
1449.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
1429.0,Home / Personal,Windows 11,2.8,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,16,HP,Fair
1539.99,Gaming,Windows 10,2.5,Intel Core i5,4000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
2069.0,Gaming,Windows 10,2.9,Ryzen 7,512,NVIDIA GeForce RTX 3060,0,1920x1080,32,ASUS,High
2015.21,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,High
1949.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
1537.99,Versatile,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3050,0,3840x2400,16,ASUS,Fair
686.79,Content Creation,Windows 11,2.4,Intel Core i5,1000,Intel Iris Graphics,1,1920x1080,32,Dell,Fair
1296.99,Home / Personal,Windows 10,2.4,Intel Core i5,256,Intel Iris Graphics,1,2736x1824,8,Microsoft,Fair
619.99,Gaming,Windows 11,3.0,Ryzen 5,512,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,Fair
1349.99,Everyday Value,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,24,Lenovo,Fair
1049.99,Home / Personal,Windows 11,2.8,Ryzen 5,4000,AMD Radeon Graphics,0,1920x1080,8,Acer,Fair
789.0,Home / Personal,Windows 10,2.4,Intel Core i5,512,Intel Iris Graphics,1,2256x1504,8,Microsoft,Fair
549.79,Work / Business,Windows 11,2.4,Intel Core i5,256,Intel UHD Graphics,0,1920x1080,16,Dell,Low
273.0,Home / Personal,Windows 10,1.7,Intel Core i5,1000,Intel UHD Graphics,0,1920x1080,16,HP,Low
644.99,Work / Business,Windows 10,1.3,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,8,HP,Fair
2159.0,Gaming,Windows 10,2.9,Ryzen 7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,32,ASUS,High
2349.0,Content Creation,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,3840x2160,16,MSI,High
1016.4,Work / Business,Windows 11,1.3,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,8,Lenovo,Fair
669.19,Content Creation,Windows 11,2.4,Intel Core i5,512,Intel Iris Graphics,1,1920x1080,32,Dell,Fair
2062.98,Work / Business,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4050,0,2560x1600,32,MSI,Fair
2117.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,2560x1600,32,ASUS,High
1329.0,Gaming,Windows 11,3.3,Intel Core i3,2000,NVIDIA GeForce GTX 1650,0,1920x1080,64,HP,Fair
1289.99,Work / Business,Windows 11,2.6,Intel Core i5,1000,Intel Iris Graphics,0,,16,Dell,Fair
1967.76,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,High
1999.0,Content Creation,Windows 10,1.3,Intel Core i7,512,NVIDIA GeForce GTX 1660 Ti Max-Q,1,3240x2160,32,Microsoft,High
1299.99,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,32,ASUS,Fair
2099.99,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,2560x1600,32,ASUS,High
449.99,Home / Personal,Windows 11,2.3,Ryzen 5,512,AMD Radeon Graphics,0,1920x1080,8,Acer,Fair
2048.26,Content Creation,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,2560x1600,32,ASUS,High
1639.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,High
1129.0,Gaming,Windows 11,2.5,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,Acer,Fair
1959.0,Gaming,Windows 11,2.5,Intel Core i9,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,High
869.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
1319.0,Gaming,Windows 11,2.5,Intel Core i5,2000,NVIDIA GeForce RTX 3050,0,1920x1080,64,Acer,Fair
989.0,Home / Personal,Windows 10,3.0,Intel Core i7,512,Intel Iris Graphics,1,2256x1504,16,Microsoft,Fair
1139.0,Gaming,Windows 11,2.7,Intel Core i5,1000,GeForce RTX 2050,0,1920x1080,64,ASUS,Fair
1399.99,Everyday Value,Windows 10,2.8,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,16,Lenovo,Fair
599.0,Home / Personal,Windows 11,1.3,Intel Core i3,128,Intel UHD Graphics,1,1920x1280,8,Microsoft,Low
1529.0,Gaming,Windows 10,2.4,Intel Core i7,2000,Intel Iris Graphics,0,1920x1080,32,HP,Fair
869.99,Home / Personal,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
741.99,Home / Personal,Windows 11,2.1,Ryzen 5,512,AMD Radeon Graphics,0,,8,Lenovo,Fair
1419.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,MSI,Fair
1559.0,Gaming,Windows 10,2.4,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,64,HP,Fair
1149.0,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1200,16,Acer,Fair
1319.99,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1080,64,Acer,Fair
3641.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3080,0,2560x1440,32,MSI,High
1219.99,Home / Personal,Windows 11,2.0,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,16,Dell,Low
969.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,High
969.0,Content Creation,Windows 10,1.3,Intel Core i7,512,Intel Iris Graphics,1,2256x1504,16,Microsoft,Fair
1139.99,Work / Business,Windows 11,1.7,Intel Core i7,2000,Intel Iris Graphics,0,1920x1080,32,HP,Fair
819.0,Content Creation,Windows 11,2.4,Intel Core i5,256,Intel Iris Graphics,1,1536x1024,8,Microsoft,Fair
1349.0,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,32,ASUS,Fair
639.99,Home / Personal,Windows 11,3.0,Intel Core i3,256,Intel UHD Graphics,0,1920x1080,8,Dell,Low
1499.99,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,2560x1600,32,ASUS,Fair
2011.99,Content Creation,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,1,2880x1800,16,ASUS,Fair
599.0,Home / Personal,Windows 11,2.6,Ryzen 3,512,AMD Radeon Vega 3,0,1920x1080,16,Acer,Low
1049.99,Gaming,Windows 11,2.1,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,32,MSI,High
1099.99,Work / Business,Windows 11,2.1,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
1149.0,Home / Personal,Windows 10,2.8,Intel Core i7,1000,NVIDIA GeForce MX450,0,1920x1080,16,MSI,Fair
1041.79,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,Acer,Fair
1096.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,MSI,Fair
699.99,Home / Personal,Windows 10,2.4,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,20,Lenovo,Fair
1199.99,Gaming,Windows 10,2.6,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,8,MSI,Fair
1849.0,Home / Personal,Windows 11,3.0,Intel Core i7,1000,Intel Iris Graphics,1,2880x1920,32,Microsoft,Fair
899.0,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,MSI,Fair
1829.0,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3060,0,1920x1080,64,Acer,High
1249.99,Work / Business,Windows 11,1.7,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
1399.0,Content Creation,Windows 10,3.0,Intel Core i7,512,Intel Iris Graphics,1,2496x1664,16,Microsoft,Fair
1769.0,Gaming,Windows 10,2.6,Intel Core i5,4000,NVIDIA GeForce RTX 3050,0,1920x1080,64,ASUS,Fair
1729.0,Gaming,Windows 11,2.8,Intel Core i7,2000,NVIDIA GeForce MX350,0,1920x1200,40,ASUS,Fair
2400.99,Gaming,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,1920x1080,16,MSI,High
289.99,Home / Personal,Windows 11,1.2,Intel Core i3,128,Intel UHD Graphics,0,1920x1080,4,Lenovo,Low
499.99,Home / Personal,Windows 11,2.0,Ryzen 7,512,AMD Radeon Graphics,0,1920x1080,8,Lenovo,Fair
999.99,Work / Business,Windows 10,2.6,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,8,Dell,Fair
1549.99,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,2880x1620,16,ASUS,High
259.99,Gaming,Windows 11,1.6,Intel Core i5,512,NVIDIA T550,0,1920x1080,16,HP,Fair
1729.0,Gaming,Windows 11,2.9,Ryzen 7,2000,NVIDIA GeForce RTX 3060,0,1920x1080,32,ASUS,High
799.0,Gaming,Windows 11,3.3,Ryzen 5,512,NVIDIA GeForce RTX 4050,0,1920x1080,8,MSI,Fair
1509.0,Home / Personal,Windows 11,2.8,Intel Core i7,2000,NVIDIA GeForce MX350,1,1920x1080,40,ASUS,Fair
2035.12,Versatile,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4060,0,2560x1600,64,MSI,High
1319.99,Home / Personal,Windows 11,2.0,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,32,Dell,Low
1558.99,Home / Personal,Windows 10,2.8,Intel Core i7,256,Intel Iris Graphics,1,2736x1824,16,Microsoft,Fair
