price,type,os,Ghz,Cpu,Ssd,graphics,ts_info,resolution,memory/ram,Brand,graphics_quality
1399.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,1,1920x1200,16,ASUS,Fair
1679.99,Gaming,Windows 10,3.0,Ryzen 9,1000,NVIDIA GeForce RTX 3060,0,1920x1080,16,ASUS,High
1639.0,Gaming,Windows 11,2.9,Ryzen 7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,32,ASUS,High
1999.99,Gaming,Windows 11,3.2,Ryzen 7,4000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
1249.99,Home / Personal,Windows 11,2.0,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,16,Dell,Low
899.0,Work / Business,Windows 10,3.0,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1213.99,Home / Personal,Windows 11,2.3,Intel Core i7,512,Intel Iris Graphics,0,3840x2400,16,ASUS,Fair
1319.99,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3060,0,2880x1620,16,ASUS,High
1682.11,Home / Personal,Windows 10,3.1,Intel Core i5,256,Intel Iris Graphics,1,,16,Microsoft,Fair
1099.0,Gaming,Windows 10,2.5,Intel Core i5,256,NVIDIA GeForce GTX 1650,0,1920x1080,8,MSI,Fair
1099.99,Gaming,Windows 11,2.6,Intel Core i5,512,NVIDIA GeForce RTX 4050,0,1920x1080,16,ASUS,Fair
2249.0,Versatile,Windows 10,1.3,Intel Core i7,1000,NVIDIA GeForce GTX 1650,1,3000x2000,32,Microsoft,Fair
1499.99,Versatile,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,1,2496x1664,16,Microsoft,Fair
1043.97,Gaming,Windows 10,3.3,Ryzen 5,512,NVIDIA GeForce RTX 3050,0,1920x1080,8,HP,Fair
1449.99,Everyday Value,Windows 10,2.8,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,24,Lenovo,Fair
2129.33,Gaming,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,High
529.99,Home / Personal,Windows 10,3.0,Intel Core i3,128,Intel UHD Graphics,0,1920x1080,4,Acer,Low
1919.0,Gaming,Windows 10,2.5,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,32,Acer,High
499.99,Home / Personal,Windows 11,2.0,Ryzen 7,512,AMD Radeon Graphics,0,1920x1080,8,Lenovo,Fair
479.0,Content Creation,Windows 10,1.0,Intel Core i5,128,Intel UHD Graphics,1,1536x1024,8,Microsoft,Low
1007.09,Gaming,Windows 11,2.5,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,Fair
3799.99,Versatile,Windows 11,2.2,Intel Core i9,2000,NVIDIA GeForce RTX 4070,1,2560x1600,64,MSI,High
1029.99,Gaming,Windows 10,2.5,Intel Core i5,512,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,Fair
1432.99,Versatile,Windows 11,2.1,Intel Core i7,1000,NVIDIA GeForce RTX 3050,1,2560x1600,16,MSI,Fair
899.0,Home / Personal,Windows 10,2.5,Intel Core i7,256,Intel Iris Graphics,1,2256x1504,8,Microsoft,Fair
869.99,Work / Business,Windows 10,2.6,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1099.99,Gaming,Windows 10,2.5,Intel Core i5,512,NVIDIA GeForce GTX 1650,0,1920x1080,32,ASUS,Fair
1049.99,Work / Business,Windows 11,2.9,Ryzen 5,256,AMD Radeon 660M,1,1920x1200,16,Lenovo,Fair
1085.99,Home / Personal,Windows 11,2.6,Intel Core i9,1000,Intel Iris Graphics,0,2800x1620,16,ASUS,Fair
3215.99,Content Creation,Windows 11,3.3,Intel Core i7,1000,NVIDIA RTX A2000 Laptop GPU,1,,32,Microsoft,Very High
1699.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,Acer,High
1970.22,Gaming,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,1920x1080,16,MSI,High
1359.99,Gaming,Windows 11,2.4,Intel Core i7,512,NVIDIA GeForce RTX 4050,0,1920x1200,16,Lenovo,Fair
2041.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,High
483.19,Home / Personal,Windows 10,3.0,Intel Core i3,512,Intel UHD Graphics,0,1920x1080,16,HP,Low
975.0,Home / Personal,Windows 11,1.7,Intel Core i7,1000,NVIDIA GeForce MX550,1,1920x1080,16,Lenovo,Fair
1399.99,Gaming,Windows 10,2.6,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,16,MSI,High
1967.76,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,High
1769.0,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 4060,0,1920x1080,32,ASUS,High
749.0,Versatile,Windows 10,2.4,Intel Core i5,512,Intel Iris Graphics,1,2256x1504,8,Microsoft,Fair
729.99,Versatile,Windows 11,2.6,Intel Core i5,128,Intel Iris Graphics,1,2880x1920,8,Microsoft,Fair
924.99,Home / Personal,Windows 10,3.0,Intel Core i3,128,Intel UHD Graphics,1,2736x1824,8,Microsoft,Low
869.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,64,Dell,Fair
1399.99,Versatile,Windows 11,4.0,Ryzen 9,1000,NVIDIA GeForce RTX 4060,0,1920x1080,32,ASUS,High
1669.99,Work / Business,Windows 10,1.8,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,24,Lenovo,Low
2059.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3060,0,2560x1600,64,Lenovo,High
1769.99,Versatile,Windows 10,3.1,Intel Core i5,256,Intel Iris Graphics,1,,16,Microsoft,Fair
869.99,Work / Business,Windows 11,1.6,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
549.99,Everyday Value,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,1,1920x1080,16,Acer,Fair
1599.99,Gaming,Windows 10,2.5,Intel Core i5,4000,NVIDIA GeForce GTX 1650,0,1920x1080,32,ASUS,Fair
969.0,Gaming,Windows 10,1.3,Intel Core i7,256,NVIDIA GeForce GTX 1660 Ti Max-Q,1,3240x2160,16,Microsoft,High
2599.0,Gaming,Windows 11,2.2,Intel Core i9,2000,NVIDIA GeForce RTX 4070,0,2560x1600,32,MSI,High
2199.0,Gaming,Windows 11,3.3,Ryzen 9,2000,AMD Radeon RX Graphics,0,2560x1440,64,ASUS,Low
1369.0,Gaming,Windows 10,2.6,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,ASUS,Fair
799.0,Work / Business,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,MSI,Fair
2239.0,Gaming,Windows 11,3.2,Ryzen 7,4000,NVIDIA GeForce RTX 3060,0,2560x1600,64,Lenovo,High
329.0,Versatile,Windows 10,1.0,Intel Core i5,64,Intel UHD Graphics,1,1536x1024,4,Microsoft,Low
849.0,Gaming,Windows 11,2.0,Intel Core i5,512,NVIDIA GeForce RTX 4050,0,1920x1080,16,MSI,Fair
869.99,Home / Personal,Windows 11,2.0,Ryzen 7,2000,AMD Radeon Graphics,0,1920x1080,16,Dell,Fair
1179.0,Gaming,Windows 11,2.5,Intel Core i5,2000,NVIDIA GeForce RTX 3050,0,1920x1080,16,Acer,Fair
1579.0,Gaming,Windows 10,2.5,Intel Core i5,4000,NVIDIA GeForce GTX 1650,0,1920x1080,32,ASUS,Fair
1199.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,Acer,High
1039.99,Home / Personal,Windows 11,3.3,Ryzen 9,1000,AMD Radeon 680M,0,1920x1080,24,ASUS,Fair
1609.0,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,32,Acer,High
1329.0,Gaming,Windows 10,3.33,Ryzen 5,1000,NVIDIA GeForce GTX 1650,0,1920x1200,32,Lenovo,Fair
1749.0,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3060,0,1920x1080,32,Acer,High
1849.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,64,Acer,High
879.99,Gaming,Windows 10,1.3,Intel Core i7,256,NVIDIA GeForce GTX 1650,1,3000x2000,16,Microsoft,Fair
1299.0,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,Acer,Fair
1499.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 4060,0,1920x1080,32,MSI,High
2360.22,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3080,0,1920x1080,16,MSI,High
1379.0,Gaming,Windows 10,3.33,Ryzen 5,512,NVIDIA GeForce GTX 1650,0,1920x1200,64,Lenovo,Fair
869.99,Work / Business,Windows 11,1.6,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1899.0,Gaming,Windows 11,2.6,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,1920x1080,32,MSI,High
1199.0,Gaming,Windows 11,2.5,Intel Core i5,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,Fair
889.99,Work / Business,Windows 10,2.6,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,8,Dell,Fair
479.99,Everyday Value,Windows 11,1.0,Intel Core i5,256,Intel UHD Graphics,1,1920x1080,8,Dell,Low
669.0,Content Creation,Windows 11,2.4,Intel Core i5,128,Intel Iris Graphics,1,1536x1024,8,Microsoft,Fair
1199.99,Work / Business,Windows 11,2.6,Intel Core i5,256,Intel Iris Graphics,0,,16,Dell,Fair
1005.99,Work / Business,Windows 11,2.5,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,16,MSI,Fair
1299.0,Gaming,Windows 11,3.3,Ryzen 9,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,ASUS,High
5299.0,Gaming,Windows 11,2.2,Intel Core i9,4000,NVIDIA GeForce RTX 4090,0,3840x2160,128,MSI,Very High
1099.99,Work / Business,Windows 11,1.3,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,16,HP,Fair
1099.0,Gaming,Windows 10,2.0,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,64,HP,Fair
315.0,Versatile,Windows 10,1.0,Intel Core i5,64,Intel UHD Graphics,1,1536x1024,4,Microsoft,Low
1370.99,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,2560x1600,16,Acer,High
2199.99,Work / Business,Windows 11,2.5,Intel Core i9,2000,NVIDIA GeForce RTX 3060,1,1920x1080,32,ASUS,High
1839.0,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3060,0,1920x1080,64,Acer,High
1299.0,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,1,2560x1600,16,MSI,High
1639.0,Gaming,Windows 10,2.5,Intel Core i5,4000,NVIDIA GeForce GTX 1650,0,1920x1080,64,ASUS,Fair
1259.0,Gaming,Windows 11,2.5,Intel Core i5,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,Fair
1284.77,Versatile,Windows 11,2.1,Intel Core i7,512,NVIDIA GeForce MX550,1,2880x1800,16,ASUS,Fair
1499.99,Gaming,Windows 10,2.5,Intel Core i5,4000,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,Fair
1499.0,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,64,ASUS,Fair
1649.0,Gaming,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,32,HP,Fair
1299.99,Home / Personal,Windows 11,2.8,Intel Core i7,4000,Intel Iris Graphics,0,1920x1080,16,Lenovo,Fair
1009.0,Home / Personal,Windows 11,1.8,Ryzen 7,2000,AMD Radeon Graphics,0,1920x1080,24,Acer,Fair
1139.99,Work / Business,Windows 11,1.7,Intel Core i7,2000,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
989.0,Home / Personal,Windows 10,3.0,Intel Core i7,512,Intel Iris Graphics,1,2256x1504,16,Microsoft,Fair
1653.22,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,1920x1080,16,MSI,High
1011.99,Work / Business,Windows 10,1.6,Intel Core i5,512,Intel UHD Graphics,0,1920x1080,8,MSI,Low
1099.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Lenovo,Fair
869.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,32,Dell,Fair
799.0,Work / Business,Windows 10,2.6,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1661.22,Work / Business,Windows 10,1.2,Intel Core i5,256,Intel Iris Graphics,1,2496x1664,8,Microsoft,Fair
1799.99,Versatile,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4060,0,2560x1600,64,MSI,High
1929.0,Gaming,Windows 11,2.1,Intel Core i5,512,NVIDIA GeForce RTX 4060,0,1920x1080,16,MSI,High
1099.99,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
1349.0,Home / Personal,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,64,Dell,Fair
2059.0,Gaming,Windows 10,2.9,Ryzen 7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,16,ASUS,High
616.79,Content Creation,Windows 11,2.4,Intel Core i5,1000,Intel Iris Graphics,1,1920x1080,8,Dell,Fair
749.0,Home / Personal,Windows 11,2.4,Intel Core i5,128,Intel Iris Graphics,1,2880x1920,8,Microsoft,Fair
869.99,Work / Business,Windows 10,2.8,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
2179.8,Versatile,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3070,1,3840x2160,32,ASUS,High
1849.0,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,16,Acer,High
1279.0,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce GTX 1650,0,1920x1080,32,ASUS,Fair
1849.0,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,High
1499.0,Gaming,Windows 11,2.4,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,32,HP,Fair
2169.0,Gaming,Windows 10,2.9,Ryzen 7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,32,ASUS,High
1022.06,Home / Personal,Windows 11,3.1,Intel Core i5,512,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,Fair
1430.22,Gaming,Windows 11,2.6,Intel Core i9,512,NVIDIA GeForce RTX 4050,0,1920x1080,16,ASUS,Fair
1199.99,Gaming,Windows 11,1.6,Intel Core i5,2000,NVIDIA T550,0,1920x1080,16,HP,Fair
1699.99,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA T600,0,1920x1080,16,Lenovo,Fair
1249.0,Gaming,Windows 10,2.5,Intel Core i5,512,NVIDIA GeForce GTX 1650,0,1920x1080,64,ASUS,Fair
2799.99,Gaming,Windows 11,2.5,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,2560x1440,16,Razer,High
535.0,Home / Personal,Windows 10,2.2,Ryzen 5,256,AMD Radeon Graphics,1,2256x1504,8,Microsoft,Fair
3199.0,Gaming,Windows 10,1.3,Intel Core i7,2000,NVIDIA GeForce GTX 1660 Ti Max-Q,1,3240x2160,32,Microsoft,High
1599.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1200,40,Lenovo,Fair
878.99,Home / Personal,Windows 10,2.8,Intel Core i7,512,Intel Iris Graphics,0,1920x1080,16,ASUS,Fair
1162.55,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,Fair
1199.0,Work / Business,Windows 10,2.8,Intel Core i7,512,Intel Iris Graphics,1,2736x1824,16,Microsoft,Fair
999.99,Work / Business,Windows 11,2.6,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,8,Dell,Fair
599.19,Home / Personal,Windows 11,2.4,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,8,Dell,Fair
2117.72,Work / Business,Windows 11,2.2,Intel Core i7,1000,NVIDIA GeForce RTX 4050,1,2560x1600,32,MSI,Fair
1999.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,NVIDIA GeForce RTX 4050,1,2560x1600,32,MSI,Fair
1099.99,Everyday Value,Windows 10,1.3,Intel Core i7,2000,Intel Iris Graphics,0,,16,ASUS,Fair
1199.99,Home / Personal,Windows 11,3.3,Ryzen 9,4000,AMD Radeon 680M,0,1920x1080,24,ASUS,Fair
559.79,Home / Personal,Windows 11,2.4,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
799.79,Gaming,Windows 10,2.4,Intel Core i5,1000,NVIDIA GeForce GTX 1650,0,1920x1200,16,MSI,Fair
1099.99,Gaming,Windows 11,3.2,Ryzen 7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,HP,High
714.68,Work / Business,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,MSI,Fair
599.0,Content Creation,Windows 11,2.4,Intel Core i5,1000,Intel Iris Graphics,1,1920x1080,32,Dell,Fair
1639.0,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,40,ASUS,Fair
579.79,Home / Personal,Windows 10,1.0,Intel Core i5,256,Intel UHD Graphics,1,1920x1080,16,Dell,Low
1199.0,Versatile,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,1,2560x1600,16,MSI,High
1125.0,Home / Personal,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,MSI,Fair
4799.0,Gaming,Windows 11,2.2,Intel Core i9,2000,NVIDIA GeForce RTX 4090,0,1920x1200,32,Razer,Very High
869.99,Work / Business,Windows 11,2.1,Intel Core i7,512,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
1549.0,Gaming,Windows 10,3.33,Ryzen 5,2000,NVIDIA GeForce GTX 1650,0,1920x1200,64,Lenovo,Fair
1699.99,Work / Business,Windows 11,1.6,Intel Core i5,4000,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1289.0,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
1199.99,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,Fair
686.99,Home / Personal,Windows 10,1.0,Intel Core i5,256,Intel UHD Graphics,1,1920x1080,12,Dell,Low
676.79,Home / Personal,Windows 11,2.4,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
1249.0,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,MSI,Fair
1269.0,Gaming,Windows 10,3.33,Ryzen 5,512,NVIDIA GeForce GTX 1650,0,1920x1200,32,Lenovo,Fair
629.99,Home / Personal,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,1,2560x1600,16,Lenovo,Fair
869.99,Home / Personal,Windows 11,2.0,Ryzen 7,1000,AMD Radeon Graphics,0,1920x1080,32,Dell,Fair
279.9,Home / Personal,Windows 11,2.6,Ryzen 3,128,AMD Radeon Graphics,0,1366x768,8,Acer,Fair
949.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,Acer,High
1959.0,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,High
1099.0,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,32,Lenovo,Fair
1126.99,Work / Business,Windows 10,1.7,Intel Core i7,256,Intel Iris Graphics,0,1920x1080,8,HP,Fair
1799.0,Work / Business,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4050,0,2560x1600,32,MSI,Fair
1282.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1200,32,MSI,Fair
1679.99,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,High
2499.99,Gaming,Windows 11,3.3,Ryzen 9,1000,NVIDIA GeForce RTX 3070,0,2560x1600,32,ASUS,High
899.0,Home / Personal,Windows 10,2.5,Intel Core i7,256,Intel Iris Graphics,1,2256x1504,8,Microsoft,Fair
1309.0,Work / Business,Windows 10,2.3,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,32,ASUS,Fair
2159.99,Gaming,Windows 11,4.0,Ryzen 9,1000,NVIDIA GeForce RTX 4070,0,1920x1080,16,ASUS,High
1069.99,Gaming,Windows 10,2.5,Intel Core i5,512,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
3599.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4080,0,2560x1600,32,Razer,Very High
299.99,Home / Personal,Windows 10,2.7,Intel Core i7,512,NVIDIA Quadro M1200 with 4GB GDDR5 dedicated memory,0,1920x1080,16,Dell,Low
929.99,Work / Business,Windows 11,1.6,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
1099.99,Content Creation,Windows 11,3.3,Ryzen 9,1000,NVIDIA GeForce RTX 3050,1,1920x1080,16,ASUS,Fair
1159.99,Gaming,Windows 11,1.6,Intel Core i5,1000,NVIDIA T550,0,1920x1080,32,HP,Fair
2099.99,Content Creation,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3060,1,1920x1080,32,ASUS,High
619.19,Content Creation,Windows 11,2.4,Intel Core i5,512,Intel Iris Graphics,1,1920x1080,16,Dell,Fair
1299.99,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,1,3840x2400,16,ASUS,High
1089.99,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce GTX 1650,0,1920x1080,8,ASUS,Fair
1479.0,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,64,ASUS,Fair
989.99,Work / Business,Windows 11,1.6,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
869.99,Work / Business,Windows 11,2.1,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,64,Dell,Fair
1199.0,Gaming,Windows 10,2.2,Intel Core i7,256,NVIDIA GeForce GTX 1060,0,1920x1080,16,Acer,Fair
1029.99,Work / Business,Windows 10,1.3,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,16,HP,Fair
1519.0,Home / Personal,Windows 10,2.8,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,32,HP,Fair
3299.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,3840x2400,32,Razer,High
678.79,Content Creation,Windows 11,1.0,Intel Core i5,512,Intel UHD Graphics,1,1920x1080,32,Dell,Low
1139.99,Home / Personal,Windows 11,3.3,Ryzen 9,2000,AMD Radeon 680M,0,1920x1080,16,ASUS,Fair
899.97,Home / Personal,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,3840x2160,16,ASUS,Fair
1049.0,Home / Personal,Windows 10,1.7,Intel Core i7,2000,NVIDIA GeForce MX550,1,1920x1080,16,Lenovo,Fair
1399.99,Gaming,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3070,0,1920x1080,16,MSI,High
1149.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,Fair
1435.94,Home / Personal,Windows 10,2.4,Intel Core i5,512,Intel Iris Graphics,1,2256x1504,8,Microsoft,Fair
273.0,Work / Business,Windows 11,2.5,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,16,MSI,Fair
2021.99,Work / Business,Windows 11,1.6,Intel Core i5,512,Intel Iris Graphics,0,1920x1200,16,HP,Fair
1399.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,MSI,High
589.0,Content Creation,Windows 11,2.4,Intel Core i5,128,Intel Iris Graphics,1,1536x1024,8,Microsoft,Fair
1199.99,Work / Business,Windows 10,3.0,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
819.0,Content Creation,Windows 11,2.4,Intel Core i5,256,Intel Iris Graphics,1,1536x1024,8,Microsoft,Fair
2469.0,Gaming,Windows 10,2.9,Ryzen 7,4000,NVIDIA GeForce RTX 3060,0,1920x1080,32,ASUS,High
1979.0,Work / Business,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,MSI,Fair
2249.0,Gaming,Windows 10,2.9,Ryzen 7,2000,NVIDIA GeForce RTX 3060,0,1920x1080,32,ASUS,High
799.99,Work / Business,Windows 11,2.6,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,8,Dell,Fair
1850.99,Gaming,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3070,0,2560x1440,16,MSI,High
1099.99,Work / Business,Windows 11,1.6,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,16,Dell,Fair
687.79,Home / Personal,Windows 11,2.4,Intel Core i5,512,Intel Iris Graphics,0,1920x1080,32,Dell,Fair
1759.0,Gaming,Windows 11,2.9,Ryzen 7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,64,ASUS,High
1299.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,32,MSI,Fair
1389.0,Home / Personal,Windows 11,2.8,Intel Core i7,512,Intel Iris Graphics,1,1920x1080,16,HP,Fair
999.0,Gaming,Windows 11,2.0,Intel Core i5,1000,NVIDIA GeForce RTX 4060,0,1920x1080,16,MSI,High
1899.0,Gaming,Windows 10,2.4,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,MSI,Fair
1209.0,Gaming,Windows 10,2.5,Intel Core i5,2000,NVIDIA GeForce GTX 1650,0,1920x1080,16,ASUS,Fair
2199.0,Work / Business,Windows 11,2.2,Intel Core i7,2000,NVIDIA GeForce RTX 4060,1,2560x1600,32,MSI,High
1099.99,Work / Business,Windows 11,2.1,Intel Core i7,512,Intel Iris Graphics,1,1920x1080,64,Dell,Fair
1379.0,Gaming,Windows 10,2.5,Intel Core i5,1000,NVIDIA GeForce GTX 1650,0,1920x1080,64,ASUS,Fair
